sent_nr	word_pos	word	item	ENCOW_log_freq	srp_1k	KLD_1k	srp_3k	KLD_3k	srp_10k	KLD_10k	srp_30k	KLD_30k	srp_100k	KLD_100k	srp_300k	KLD_300k	srp_1M	KLD_1M	srp_3M	KLD_3M	srp_6-47M	KLD_6-47M
162	11	his	16211	-11.9165	7.9827	0.45638466	6.7458	0.19825602	6.791	0.09184408	6.7036	0.18856907	5.2994	0.47307539	3.4071	0.96997881	2.1034	1.8203423	1.9268	2.17686653	2.0005	2.17319703
162	12	back	16212	-11.5436	9.038	0.45421886	6.8354	0.19984865	6.9149	0.0976181	6.365	0.44540691	7.8625	1.11243439	7.2826	1.63426495	5.6487	2.57605505	5.4538	3.89242029	5.0946	4.26352835
163	1	In	16301	-14.1592	5.9963		4.8818		4.7577		4.7758		4.4851		4.3398		4.5057		4.3596		4.4028	
163	2	the	16302	-15.3366	4.0882	0.94932938	2.9798	0.24116755	3.2519	0.14723015	1.2652	0.56191635	1.537	0.92230034	1.5021	1.3878665	1.6182	1.87866783	1.5718	2.03828049	1.8019	2.16345119
163	3	morning	16303	-9.6664	9.6036	0.73081684	9.6232	0.19392872	8.5746	0.35850239	7.8375	1.01359653	6.8454	1.27780676	6.3133	1.71239376	5.0827	2.26421309	4.7205	2.69279337	4.6669	2.85732079
163	4	at	16304	-12.8976	6.1386	0.60417986	5.5475	0.17175436	5.5877	0.12632227	5.1624	0.36813545	6.0091	0.39760542	6.2787	0.96076488	6.183	1.32173634	5.5214	1.04839706	5.4253	1.12337089
163	5	breakfast	16305	-8.9974	9.9792	0.53814602	10.2414	0.17088938	9.7092	0.07253933	9.1883	0.29281473	9.1736	0.98715925	8.4854	1.49499178	7.7653	1.71473694	7.0524	1.92687893	6.6516	2.0600059
163	6	Mike	16306	-7.9742	9.7961	0.50289392	10.2297	0.17621994	10.1086	0.06639051	10.4219	0.17654324	10.648	0.44380283	10.5756	1.03201818	10.6353	1.16329527	10.6895	1.08468676	10.8639	1.19742918
163	7	smiled	16307	-7.1616	10.0975	0.48331356	10.5959	0.18432093	10.4781	0.07414198	11.066	0.24150038	11.3589	0.39786768	10.0664	0.86310673	8.0959	1.09534359	7.5429	1.10800886	7.2706	1.13764191
163	8	at	16308	-12.8976	5.9587	0.47227621	5.5209	0.19051218	5.4671	0.08210659	4.9705	0.21427679	5.4602	0.44078779	4.922	0.85693669	3.601	1.02568913	2.7524	1.14845848	2.5033	1.30258822
163	9	the	16309	-15.3366	3.1252	0.46438074	3.4569	0.1939888	3.2054	0.08328533	1.4134	0.41982079	1.2403	0.93598032	1.0904	1.26365995	0.9855	1.57844353	1.1124	1.95235729	1.2678	2.39273357
163	10	letter	16310	-9.2082	10.3424	0.4606905	10.3411	0.20429564	9.313	0.3571558	8.2742	1.00906277	7.7895	1.29121494	7.5105	1.74202824	8.8405	2.4946022	8.4563	2.62937546	7.8342	2.52452278
163	11	he	16311	-12.8213	6.3351	0.45685101	5.7621	0.20051718	6.6655	0.13441992	7.1938	0.32748318	7.1153	0.67146826	5.0809	0.74349117	5.4433	0.86589527	5.0138	1.09232593	4.6435	1.16559768
163	12	received	16312	-9.652000000000001	9.8136	0.45393181	9.7829	0.19904184	9.0888	0.08481932	8.5816	0.2111392	7.0462	1.21028805	6.0465	2.25497007	6.3311	2.75646353	4.4631	3.1426692	4.0453	3.34866381
164	1	It	16401	-14.1236	6.052		3.8315		3.1387		2.9765		3.209		2.9381		2.9		3.0398		2.999	
164	2	had	16402	-12.3327	7.7929	0.94756508	6.3701	0.23743248	6.084	0.15918922	5.1722	1.45252275	4.7292	2.28370237	5.2443	2.58936429	5.1473	2.75638866	5.2998	2.77894068	5.3178	2.82571626
164	3	been	16403	-12.283	7.9719	0.72789097	6.2015	0.1815815	6.0557	0.0791688	5.2351	0.23556471	2.1447	1.25604391	1.5111	1.76164484	1.6408	1.83714199	1.6457	1.93198204	1.4715	2.07520676
164	4	two	16404	-11.4324	8.5046	0.60422182	7.072	0.16731358	7.1124	0.06428194	6.5006	0.22603178	6.6379	0.76161671	6.6795	1.21722651	6.4733	1.41305399	6.0442	1.50668573	6.3532	1.55044842
164	5	weeks	16405	-10.061	9.7407	0.53857327	9.5739	0.16958857	8.5765	0.069345	7.9542	0.16452312	6.5753	0.48563576	5.1939	1.0308733	2.9139	2.58406305	2.3631	3.66461897	2.2699	3.74329853
164	6	since	16406	-10.5464	9.4481	0.50363874	9.0491	0.17743587	8.2178	0.07912493	7.9765	0.24428797	7.0319	0.58533907	4.7777	0.99699068	3.2293	2.93351173	2.5081	2.60693049	2.4946	2.76727581
164	7	Philip	16407	-6.593	9.8378	0.4843564	10.3374	0.18516541	10.8026	0.08637857	11.3238	0.10758495	11.2037	0.31622458	11.1086	0.78833628	10.802	1.0356226	11.1453	1.44273758	11.0101	1.65016031
164	8	had	16408	-12.3327	7.5527	0.47229767	6.2295	0.19041014	6.4768	0.09042215	6.9697	0.21354055	7.0908	0.31721544	4.3946	0.65688705	3.6316	1.12551212	3.5049	1.51808548	3.0774	2.00960302
164	9	been	16409	-12.283	8.0208	0.46451855	6.0951	0.19439077	6.187	0.09225416	5.975	0.06801081	2.7202	0.82912731	1.7644	1.4577651	1.4393	2.15483141	1.5201	2.46485996	1.4182	2.74169445
164	10	sent	16410	-9.357999999999999	10.1864	0.45981169	10.1453	0.19706535	9.6391	0.09618664	8.9828	0.24414206	8.1863	0.62857819	5.9274	1.31264925	5.4275	1.72218561	5.3681	2.18576527	5.4074	2.35112
164	11	to	16411	-14.855	3.4695	0.45614338	3.516	0.1980052	3.4836	0.0925622	3.316	0.17353725	1.6587	0.61040592	1.2634	1.25483751	1.1956	1.63131166	1.0658	1.75739169	1.2556	1.77015877
164	12	prison	16412	-8.2718	10.0035	0.45398569	10.5025	0.19908714	10.4945	0.08847523	9.7825	0.52005625	9.812	1.07618141	8.5801	0.96570683	8.0912	0.99697161	6.7376	1.303936	5.349	1.58597279
165	1	It	16501	-14.1236	6.052		3.8315		3.1387		2.9765		3.209		2.9381		2.9		3.0398		2.999	
165	2	is	16502	-14.1387	4.8936	0.94756508	3.851	0.23743248	3.4773	0.15918922	1.5822	1.45252275	1.522	2.28370237	1.5689	2.58936429	1.4249	2.75638866	1.6711	2.77894068	1.5541	2.82571626
165	3	not	16503	-13.2361	5.7387	0.72456169	5.1574	0.18105984	4.7224	0.08223915	3.8891	0.28337336	2.7376	0.94313192	2.5812	1.24443293	2.8501	1.39905834	2.4641	1.52871704	2.6357	1.50182676
165	4	the	16504	-15.3366	3.3811	0.60198116	3.1797	0.16675949	3.5005	0.0634079	2.8745	0.18699026	3.1299	0.667171	2.8123	1.1267519	2.3466	1.36142683	2.5021	1.54496717	2.6163	1.5524087
165	5	most	16505	-11.5254	8.7298	0.53930759	7.1534	0.1776967	7.4552	0.36154747	6.5034	0.98403168	5.0952	1.24779987	3.8671	1.81365013	3.8217	2.37782478	3.8635	2.54337597	3.9406	2.62541628
165	6	fragrant	16506	-3.7377	9.8293	0.50246477	10.4316	0.17944908	10.5754	0.13101053	10.8403	0.28526497	11.2645	0.84131479	10.9652	1.7876792	12.0087	2.76795769	12.6094	3.30390882	12.8151	3.58613634
165	7	of	16507	-14.4818	3.8275	0.4822278	3.9865	0.18403149	3.9269	0.08063841	3.0057	0.22550011	2.6481	0.33465433	2.5004	0.44439793	2.1228	0.66340208	1.874	1.00699949	2.2007	1.10875845
165	8	places	16508	-9.5033	10.0799	0.47008085	9.9296	0.18886709	9.3954	0.07104206	8.9089	0.50110245	8.4375	0.75512981	7.8814	1.05474329	8.5956	1.43284798	8.0988	1.45281124	7.5208	1.41163158
165	9	but	16509	-12.7786	6.5428	0.46342087	6.0285	0.19387674	5.8192	0.07556581	5.8709	0.19740105	5.0228	0.44565296	5.3723	0.71120381	3.9253	0.87070107	4.2412	1.12767458	4.369	1.17098308
165	10	we	16510	-13.3681	5.2343	0.45885468	5.373	0.19596624	5.6729	0.0710125	3.6853	0.42660189	2.9505	0.70860672	3.2149	0.68606186	2.862	0.83715391	3.3523	0.81112719	3.3621	0.84237051
165	11	make	16511	-11.8535	8.5103	0.45577574	6.5221	0.19691515	6.4819	0.07414341	5.2022	0.86607313	5.4196	1.80100012	5.6275	2.07135582	6.214	2.30591869	6.2255	2.48889542	6.7469	2.49033976
165	12	do	16512	-13.0859	5.3548	0.45329237	5.5471	0.19787788	5.5079	0.08210754	4.6621	0.21987581	6.6604	0.55767584	7.7626	0.95875978	8.5031	1.39513111	8.427	1.77776432	8.0762	1.91912127
166	1	James	16601	-8.4739	9.3091		9.8116		10.5072		9.8987		8.7465		8.2641		8.3355		8.3155		8.1608	
166	2	walked	16602	-8.3594	9.2204	0.95270824	9.6773	0.24216175	10.1537	0.14297867	10.3498	0.10817337	10.3585	0.38762712	9.378	0.73420811	8.2796	1.55564737	7.9676	1.93169451	8.188	1.9729929
166	3	in	16603	-14.1592	4.6347	0.73028374	4.3586	0.1828804	4.3553	0.08064413	4.009	0.07918549	4.0104	0.21474266	3.1179	0.81323099	3.0173	1.96274757	3.1253	2.21391964	3.0122	2.43023467
166	4	to	16604	-14.855	3.8389	0.60374737	3.5238	0.16709471	3.6108	0.06210899	6.0225	0.57438898	8.2513	0.81633949	5.1056	0.98254108	3.8577	0.95491791	2.7759	1.03940773	2.5869	1.03326893
166	5	wake	16605	-7.9223	9.7944	0.53799915	10.4013	0.17004776	10.4295	0.07463312	9.9437	0.53824282	9.2922	0.84577465	9.0837	0.97790051	7.7877	1.23950148	7.0384	1.60494566	7.1596	1.67662573
166	6	Samuel	16606	-5.687	9.7969	0.50281477	10.4498	0.17691803	10.956	0.07249832	11.5798	0.1239419	11.984	0.2901454	12.5208	0.70131159	13.9687	3.43615937	14.0909	3.77517343	13.5585	3.46112561
166	7	at	16607	-12.8976	5.9763	0.48337507	5.5165	0.18334103	5.4622	0.07745266	4.9508	0.29979753	5.3849	0.36893225	4.5148	0.6879077	4.2439	0.8789959	4.4357	1.06721926	4.4987	1.17256498
166	8	four	16608	-10.0142	9.5897	0.47106028	9.3169	0.18914509	8.928	0.08024549	8.3488	0.40882111	7.2978	0.9314599	7.2042	1.28539419	6.8188	1.638484	6.9225	1.85005379	7.0685	1.97266483
166	9	thirty	16609	-7.3192	9.8916	0.46401072	10.2736	0.19385147	10.7393	0.08932638	10.8946	0.1854701	10.7529	0.78788185	10.7729	1.92030239	9.529	1.76784086	8.817	1.82006931	9.034	1.95452452
166	10	in	16610	-14.1592	3.998	0.45944405	4.3097	0.19637775	4.1685	0.09310198	3.8816	0.36479235	4.0175	0.47234964	5.5538	1.23352146	4.9781	2.18939257	4.6498	2.9351263	4.9977	3.51866388
166	11	the	16611	-15.3366	3.1107	0.45587873	3.4765	0.19783783	3.1329	0.08850145	1.3817	0.49473524	1.4729	0.8301425	1.3788	1.12366819	1.2793	1.80904436	1.3483	1.919034	1.2414	1.87783718
166	12	morning	16612	-9.6664	10.0467	0.45505524	9.6924	0.20710135	8.5809	0.35697937	7.7515	1.04903221	6.8903	1.29184628	5.7074	1.70043564	3.61	2.30672312	2.8185	2.83578587	2.1313	3.21464825
167	1	David	16701	-8.7755	9.2427		9.5132		10.1769		9.389		8.1844		8.1242		8.1183		8.0662		7.9094	
167	2	came	16702	-10.2572	9.4897	0.95104885	9.1682	0.24069405	8.3014	0.14332771	7.8853	0.11409712	6.9871	0.42591619	6.5106	0.85358763	6.4928	2.14173794	7.1045	2.80787373	7.1065	2.91106939
167	3	running	16703	-9.8088	9.3235	0.7303257	9.1852	0.18295765	9.0986	0.07967615	8.8681	0.12544537	9.0945	0.5577054	8.6757	1.48528528	9.0679	1.5739584	8.8036	1.92987418	8.6328	2.17580795
167	4	into	16704	-11.5292	9.006	0.60767555	7.0711	0.16859961	6.7745	0.06590462	6.7488	0.09855986	6.1619	0.25312233	4.2712	0.80825138	3.5841	1.03918839	3.6256	1.10019684	4.0738	1.16995335
167	5	the	16705	-15.3366	3.2671	0.53901863	3.273	0.16932154	3.4254	0.06627226	2.3735	0.12865257	1.6268	0.72047043	1.2622	0.98421478	1.2589	1.37225056	1.3324	1.51938629	1.1772	1.64785957
167	6	waiting	16706	-9.216000000000001	9.8324	0.50494576	9.8775	0.18456936	8.981	0.36710739	8.9795	0.99220276	10.2038	1.27583694	10.2135	1.51378679	8.5622	1.94629049	9.0352	2.21175146	8.9122	2.43235159
167	7	room	16707	-10.4759	9.0424	0.4833436	8.6534	0.18648338	7.9436	0.13028717	7.5965	0.29884768	7.5059	0.77280474	6.3716	0.65950251	3.7582	1.21798563	1.9907	2.41496515	1.1859	3.44958782
167	8	and	16708	-14.5388	3.9221	0.47136068	4.0272	0.19058371	4.0671	0.08657646	2.9696	0.33789682	3.0904	0.58849382	2.4115	0.95066524	2.2163	1.18707132	1.9038	1.42190337	1.8639	1.36070728
167	9	went	16709	-10.4029	10.1667	0.46416044	9.0027	0.1934309	8.1532	0.08367825	7.6266	0.25245953	7.8051	0.34238434	6.3853	0.43545246	3.8408	1.21691799	4.1092	1.71211433	4.2392	1.94598675
167	10	straight	16710	-9.1892	10.0597	0.45927477	9.9915	0.19505072	9.4132	0.07364225	9.521	0.13850021	8.9909	0.70078087	7.094	1.81167746	4.7903	2.01982927	4.3739	2.36839128	4.214	2.41912103
167	11	to	16711	-14.855	3.4741	0.45566797	3.5176	0.19606829	3.5241	0.07604027	3.0038	0.19809866	2.3259	0.47772217	2.1599	1.26700115	2.059	2.07881904	1.3829	2.31739187	1.2354	2.26509285
167	12	Stephen	16712	-7.3119	10.2476	0.45359945	10.5712	0.19796371	10.6983	0.08129835	10.6144	0.54316044	10.6818	0.98399973	10.7738	0.9080739	10.5506	1.24144459	10.0152	1.71490335	9.8661	1.85148787
168	1	Dennis	16801	-6.2206	9.3801		10.0231		11.2217		11.1552		11.3393		11.271		10.7342		10.6473		10.5912	
168	2	was	16802	-13.2729	5.9337	0.95147705	5.2573	0.24108267	4.5514	0.14365196	4.3547	0.11461163	4.6909	0.2285881	4.4094	0.36873484	3.5675	0.97446632	3.2907	1.62965631	3.4758	1.78300762
168	3	standing	16803	-8.6449	9.3669	0.72943878	9.978	0.18282032	10.1542	0.08246088	9.6653	0.1721015	9.3774	0.65784454	8.5796	1.0170989	7.6804	1.22522926	6.6299	1.50610828	6.4734	1.60022354
168	4	at	16804	-12.8976	6.1466	0.60551023	5.5445	0.16765642	5.4412	0.06474257	4.9826	0.11454248	4.4971	0.37472248	3.1033	0.76752329	2.4326	1.63853621	2.5268	1.8868475	2.4313	1.98571277
168	5	the	16805	-15.3366	3.2672	0.53906727	3.2733	0.16961813	3.3727	0.06352234	1.4243	0.42859983	1.486	0.87432337	1.1158	1.27232456	0.8604	1.55049658	0.9235	1.73846912	0.8638	1.87777758
168	6	entrance	16806	-8.0675	10.062	0.50531626	10.4249	0.18484926	9.8983	0.36181736	9.4965	1.00110722	9.0497	1.28901815	8.4165	1.7773757	6.9633	2.44729614	5.6	2.71015739	5.3549	2.93158484
168	7	to	16807	-14.855	3.5546	0.4843297	3.5258	0.1875248	3.7917	0.13606167	3.9006	0.26762581	3.9951	0.5036478	4.0505	0.751472	3.7046	1.13839436	2.6326	2.14756417	2.3663	1.85480309
168	8	the	16808	-15.3366	3.1354	0.47148132	3.4496	0.1911273	3.3654	0.10573626	2.8184	0.49520111	2.091	0.96334934	1.6427	1.03268194	1.3922	1.22470331	1.0296	1.56609821	0.8959	1.66670799
168	9	workshop	16809	-7.9596	9.85	0.4650116	10.0759	0.20202589	9.6086	0.45872879	9.3322	0.99260139	8.9117	1.26241779	8.7027	1.54428244	8.2725	2.01982689	8.4348	2.7179122	8.4017	2.92638111
168	10	smiling	16810	-7.051	10.3335	0.45939302	10.7491	0.19846725	10.6239	0.14028883	10.984	0.27291679	11.1333	0.40910816	12.0474	0.78979588	12.358	0.96105719	12.522	1.21503162	12.1359	1.24832916
168	11	at	16811	-12.8976	5.9281	0.45674229	5.5325	0.19881248	5.52	0.08285999	4.9689	0.28276539	5.1402	0.4642396	4.6342	0.96387482	3.9652	1.27886438	3.3869	1.20227671	3.0249	1.23927665
168	12	Terry	16812	-6.9754	9.9995	0.45431328	10.4064	0.19850206	10.6886	0.06880283	11.2162	0.41037607	11.4129	1.01269531	11.4246	1.33230639	11.4789	1.81361699	10.0105	1.89440966	9.6832	1.94948339
169	1	Let	16901	-10.8994	9.2103		8.3728		7.2459		6.3214		5.9678		6.0367		5.9221		5.8565		5.8463	
169	2	us	16902	-11.7776	8.297	0.94893837	6.7997	0.23937511	6.7818	0.14463282	6.9821	0.17562723	6.3669	0.80818987	2.041	3.1987524	2.5432	3.41651535	2.1125	3.60694742	1.9654	3.69832516
169	3	give	16903	-10.9979	8.8133	0.7275753	8.0959	0.18148899	7.5206	0.07905102	7.9686	0.10860252	6.5886	0.33530426	4.9273	2.15855503	4.4747	2.64942884	4.7007	2.97875452	4.4637	2.7285738
169	4	battle	16904	-8.2827	9.9404	0.60284519	10.3445	0.16629744	10.1785	0.06167841	10.7283	0.05370665	12.2103	1.02804756	12.7478	2.02079082	12.1266	1.76189089	11.649	1.88897705	11.8548	1.99512243
169	5	to	16905	-14.855	3.6921	0.53942013	3.4987	0.16975975	3.5056	0.06776047	2.8825	0.14705801	2.9903	0.300879	2.467	0.50938559	2.6888	0.57913399	1.9718	0.76013327	1.8462	0.83253717
169	6	these	16906	-11.8731	8.7552	0.50320148	6.5162	0.17726469	6.8705	0.07994366	6.2557	0.54174757	6.5665	1.13952303	5.903	1.05504799	5.6482	1.11659622	5.3537	1.40518475	5.3612	1.48658276
169	7	foreign	16907	-8.8013	9.7152	0.48298264	9.8981	0.18361139	9.9429	0.07924986	9.4001	0.24157333	9.055	0.59077311	9.445	1.250144	8.9245	1.73202562	8.6643	1.96296883	8.3131	2.27068663
169	8	snakes	16908	-5.6699	10.1971	0.47099638	10.6282	0.18930101	11.0274	0.08304262	11.7158	0.21522474	10.9404	0.40380096	11.2266	1.03557205	11.5033	2.00122309	11.4821	2.87281942	11.3596	3.25925875
169	9	once	16909	-10.5351	9.9028	0.46415997	8.8728	0.19372559	8.0753	0.08915854	8.6898	0.35664558	8.3948	0.42960978	8.2604	0.79296112	8.2039	1.02886105	7.6329	1.34805727	7.4607	1.33732176
169	10	and	16910	-14.5388	3.8748	0.45909643	4.0093	0.19586706	3.8955	0.09145212	2.9047	0.21804047	3.8383	0.28942966	3.7857	0.44559193	4.111	0.96568871	3.8482	1.54607916	3.8987	2.11778188
169	11	for	16911	-13.7883	4.2606	0.45650673	4.7433	0.19737625	4.5377	0.08561707	6.4571	0.25089025	6.749	0.36932373	5.8059	0.47240019	4.8688	0.72038651	4.0767	1.27070808	3.5444	1.56129074
169	12	all	16912	-12.8034	5.9586	0.45391941	5.6827	0.19815445	5.8268	0.08008909	5.2497	0.38127947	4.4964	0.78598022	3.851	0.98328733	4.2669	1.1446147	3.8977	1.32771397	3.2474	1.464849
170	1	Tommy	17001	-6.1506	9.405		10.1072		11.3211		11.3855		11.6293		11.4644		11.0549		10.8022		10.6982	
170	2	came	17002	-10.2572	9.4909	0.95078087	9.172	0.24069834	8.3112	0.14310837	7.9802	0.14268875	7.4846	0.3597436	7.5011	0.52491188	6.0098	1.20632887	5.9872	1.80727243	5.7636	1.96332836
170	3	out	17003	-12.312999999999999	7.293	0.73082638	6.1006	0.18308544	6.062	0.07959652	5.6901	0.12666082	4.931	0.56216669	2.8066	1.50889921	2.2143	1.94013405	2.5063	2.06089187	2.426	2.20402408
170	4	of	17004	-14.4818	4.1415	0.60407925	4.0182	0.1666398	4.0224	0.06182194	3.3755	0.19747066	2.1211	0.47441769	2.3373	0.71731901	2.148	0.87162447	1.7254	1.10740328	2.1144	1.1421175
170	5	the	17005	-15.3366	3.2612	0.53781319	3.2641	0.16896582	3.3401	0.06320429	1.3345	0.56662846	1.7617	0.76633501	1.2152	0.99087954	1.4185	1.11903906	1.2673	1.47306442	1.1033	1.60301495
170	6	staff	17006	-10.9927	9.06	0.50420666	7.9272	0.18433762	7.7003	0.3716526	7.4092	1.03967381	5.975	1.27307653	6.5788	1.38695955	7.6105	1.73173428	8.4826	2.13888311	9.1485	2.35424089
170	7	room	17007	-10.4759	9.0434	0.4832325	8.6515	0.18655396	7.9453	0.13010693	7.5992	0.29808617	7.7033	0.41082716	7.7437	0.64256668	5.6055	0.80263186	4.3168	0.85192585	4.1516	0.89701891
170	8	toilet	17008	-8.0646	10.4952	0.47132206	10.7194	0.19063187	10.3925	0.08540487	11.0607	0.34168053	11.2729	0.49205351	11.6626	0.84878397	10.202	1.03573251	9.8419	1.14657021	9.9312	1.15778613
170	9	looking	17009	-10.8029	9.3385	0.46423674	8.1297	0.19450951	7.5598	0.07801914	7.8765	0.12895679	8.194	0.2560029	8.7805	0.72313356	8.179	1.14269733	9.3109	1.35861778	9.3137	1.36711431
170	10	a	17010	-14.5303	3.84	0.4591856	4.2348	0.19607401	3.8375	0.07890177	4.3675	0.25954771	5.1539	0.77288151	6.9316	1.86578345	5.7055	1.89240646	4.9248	1.6324501	4.8869	1.6624341
170	11	little	17011	-10.9342	9.4353	0.45633459	7.8894	0.2005353	7.5453	0.17591524	5.7487	1.05619907	4.3965	1.30048847	3.9304	1.77623558	2.7409	2.616786	1.8578	3.05496216	1.8929	3.26173401
170	12	pale	17012	-6.4862	10.663	0.45434141	10.7797	0.20009708	10.9009	0.1019249	10.5032	0.34267282	10.4102	0.77677917	10.8425	1.1230588	9.572	1.38846064	7.7437	1.84367943	7.164	2.00646544
171	1	Adam	17101	-7.4911	9.368		10.0356		11.1511		10.8507		10.6377		9.7495		9.5545		9.6162		9.5402	
171	2	hoped	17102	-7.9091	9.4639	0.95165825	10.1436	0.24122095	10.7385	0.14334011	10.6213	0.12671137	10.8896	0.4066658	10.5003	0.77132845	9.9404	1.40817642	9.8713	1.82526493	10.3133	1.80215979
171	3	she	17103	-11.9159	8.403	0.72717762	6.4883	0.18163586	6.4939	0.08004999	7.1755	0.10591888	6.4781	0.26954556	6.2595	0.49837399	4.4727	0.81690788	3.9395	1.11717105	3.8927	1.19626045
171	4	was	17104	-13.2729	5.3663	0.60465622	5.254	0.16745853	5.0147	0.06428957	4.2432	0.11030006	2.5552	1.28464317	2.0378	2.05122375	1.9469	2.41170883	1.3253	3.02081823	1.5512	3.24154878
171	5	knocked	17105	-7.114	9.6051	0.53948259	10.1922	0.17025805	10.3988	0.06878328	10.5815	0.17417049	10.8336	0.84330225	9.7783	1.14504099	8.9409	1.44663858	8.6705	1.62166548	8.9365	1.67283821
171	6	out	17106	-12.312999999999999	7.1984	0.50333357	6.0187	0.17662191	6.019	0.07439232	5.6545	0.15918732	4.7821	0.62542248	4.285	0.882514	1.6864	2.40789056	1.7594	2.81418872	1.6182	3.19166708
171	7	cold	17107	-9.0377	9.474	0.48257542	9.725	0.18330193	9.5922	0.08060408	9.9729	0.33746433	10.8401	0.67310953	10.2246	0.88154674	9.7395	0.99314833	9.2981	1.0433228	9.292	1.11044812
171	8	and	17108	-14.5388	3.9121	0.47087669	4.0066	0.18901157	3.9155	0.08738661	2.9281	0.30711699	2.8995	0.49709082	2.4723	0.83662605	2.0758	0.91287613	1.95	1.14121342	2.3021	1.21487713
171	9	wouldn't	17109																			
171	10	wake	17110	-7.9223	10.0096	0.45576525	10.4199	0.19708538	10.5783	0.08358765	10.3402	0.38455677	9.6477	1.51414251	8.7048	1.88263369	7.9373	2.09307098	7.2655	2.36745024	6.8961	2.46673059
171	11	till	17111	-8.2615	9.8768	0.45396376	10.1086	0.19898796	10.3939	0.09001637	10.4889	0.11395741	9.7982	0.39266205	9.1164	1.23994017	9.2252	3.46190047	8.6915	4.01353645	8.7466	4.37912369
171	12	morning	17112	-9.6664	10.0596	0.45316219	9.7395	0.20033121	9.0177	0.09458637	8.9348	0.2340312	10.2715	0.27376461	10.8317	0.6607213	9.7195	0.75400209	7.0171	1.0238781	5.7964	1.29183674
172	1	Michael	17201	-8.2327	9.428		10.0804		10.6137		9.8748		9.0621		8.5909		8.4096		8.3661		8.2777	
172	2	knew	17202	-9.7764	9.1454	0.95279694	9.3631	0.24219084	8.6191	0.14054012	8.4853	0.11896133	9.5583	0.37314081	7.8541	0.80292177	7.1751	1.83220291	6.8424	2.36862373	6.6149	2.50114155
172	3	they	17203	-13.1574	6.1325	0.73364925	5.1712	0.18433189	5.2857	0.08060932	5.6745	0.08298683	4.0023	0.468997	4.0976	0.79313898	4.1599	1.13213205	4.8525	1.41874576	4.7739	1.4029479
172	4	never	17204	-11.183	9.1842	0.60768223	7.5949	0.16810465	7.0343	0.06317282	5.8572	0.53976059	6.0655	1.72760105	5.6166	1.88658333	5.9007	3.06203938	5.8353	3.39416838	6.05	3.58738399
172	5	hit	17205	-9.3297	9.9128	0.5409894	10.1063	0.17034864	9.5759	0.0671339	8.5834	0.15228653	7.6112	1.22084093	6.7492	1.61818838	5.9503	2.46557426	6.3724	2.91512394	6.544	2.98331451
172	6	him	17206	-11.4657	8.7171	0.5041008	6.7847	0.17721272	6.71	0.0758462	6.7421	0.08603859	4.6902	0.4206953	3.185	1.01091337	2.5926	1.46552706	2.7756	1.44186497	2.4762	1.60940814
172	7	and	17207	-14.5388	3.9601	0.48365355	4.0207	0.18403196	3.9472	0.08550072	2.9575	0.51267147	3.5018	0.53406763	3.1489	1.01950455	3.4013	1.15989566	3.4076	1.30576444	3.3561	1.43544126
172	8	that	17208	-14.0036	4.5011	0.4722023	4.6741	0.18935728	4.7029	0.08423662	4.8136	0.24315166	4.8206	0.31290245	4.3544	0.66742086	4.836	1.35692215	4.4608	1.78802443	4.4381	1.84795952
172	9	was	17209	-13.2729	5.1118	0.46356392	5.396	0.19108963	5.2614	0.06450129	3.8254	0.31506824	3.5025	0.54206181	2.034	1.12163687	1.4253	1.74875689	1.5075	1.87736654	1.3932	2.04356527
172	10	half	17210	-9.9706	9.6692	0.45955801	9.7259	0.19593287	8.8272	0.07817459	8.162	0.16035414	8.452	0.60862541	7.502	0.98507023	7.24	1.14627361	6.8442	1.18480206	7.3777	1.26903725
172	11	the	17211	-15.3366	3.1178	0.45702028	3.4903	0.19844532	3.2546	0.08674908	3.4045	0.12324047	2.9816	0.40679836	2.6256	0.62556219	1.8657	0.90366173	1.6202	1.23642063	1.5947	1.43973398
172	12	problem	17212	-10.8076	9.5444	0.45548296	8.0501	0.20709181	7.277	0.36490583	5.3514	0.98889256	5.4751	1.2695837	4.861	1.45401382	6.1146	1.78649092	5.3242	1.94483805	4.7392	1.99035025
173	1	Alan	17301	-7.4401	9.2287		9.7249		10.7732		10.7384		10.2599		9.451		9.33		9.4773		9.3953	
173	2	told	17302	-10.3945	9.1557	0.95303917	8.8813	0.24162245	8.4	0.14081907	8.0512	0.1287241	8.4557	0.31943893	7.7059	0.62028694	6.1527	1.51033926	6.5835	2.24847078	6.8516	2.447824
173	3	Jason	17303	-6.7346	9.6989	0.73090076	10.4725	0.18316221	10.8153	0.07885647	11.003	0.06471062	11.7648	0.78468084	11.071	1.96285963	10.6328	2.69195724	9.5749	2.53105426	9.8538	3.1818912
173	4	he	17304	-12.8213	6.4798	0.60608101	5.5853	0.16772318	6.0373	0.06369066	6.2911	0.12225723	6.5072	0.23935986	5.4936	0.34770107	3.0324	0.82165623	2.8363	1.02369308	3.0128	1.09524775
173	5	would	17305	-12.5799	6.9306	0.53780365	5.9982	0.16897821	5.8915	0.06496906	4.7986	0.17507315	3.6881	1.18213367	3.7816	2.08097172	3.2598	2.68332624	3.3015	2.87855983	3.3989	2.73445654
