sent_nr	word_pos	word	item	ENCOW_log_freq	srp_1k	KLD_1k	srp_3k	KLD_3k	srp_10k	KLD_10k	srp_30k	KLD_30k	srp_100k	KLD_100k	srp_300k	KLD_300k	srp_1M	KLD_1M	srp_3M	KLD_3M	srp_6-47M	KLD_6-47M
283	15	give	28315	-10.9979	9.0226	0.45114994	8.0218	0.19942856	7.5133	0.0791316	7.1885	0.25222349	7.3626	0.34659004	6.5874	0.4166069	5.6157	0.77308178	4.9797	1.31473732	4.8635	1.49027348
283	16	them	28316	-12.2472	7.6195	0.45032501	6.2868	0.19810343	6.1676	0.07453537	5.945	0.05126286	3.8543	0.9159565	2.2808	1.43385983	2.2286	1.60346556	1.5656	1.9842639	1.5141	2.07514858
283	17	an	28317	-12.5533	6.8525	0.45009947	6.0316	0.19845819	5.99	0.08179235	6.5036	0.43443918	5.7294	0.36270952	4.1391	0.75161934	3.4039	1.20736885	3.6432	1.51849771	3.1707	1.5806458
283	18	opening	28318	-8.7594	10.2901	0.45065784	10.038	0.20039749	10.1238	0.0937376	9.0502	0.72750378	8.5853	1.07872868	8.2545	1.44223213	7.2745	2.62379646	6.658	3.40922213	6.788	3.72111177
284	1	Whenever	28401	-8.2155	9.4716		10.1106		10.9749		10.6613		10.2042		9.4816		9.392		9.3421		9.2247	
284	2	she	28402	-11.9159	8.4357	0.95154858	6.5402	0.24073315	6.1314	0.14320755	6.5202	0.11137676	5.613	0.34924555	4.8969	1.26155615	4.4742	1.3355577	4.7498	1.54771304	4.0766	1.69872689
284	3	and	28403	-14.5388	4.5506	0.730793	4.2714	0.18297195	4.642	0.08104277	5.3068	0.17042494	6.7534	1.32126713	6.8703	2.0053196	6.872	2.32608938	6.3969	2.42101192	6.1473	2.51542139
284	4	Clark	28404	-6.8835	9.7566	0.60730743	10.3986	0.16891909	10.5669	0.07779551	10.8056	0.30371189	10.7425	0.45894098	10.4057	0.52027702	9.3103	1.32932281	9.1483	2.60672092	9.0184	2.93480635
284	5	had	28405	-12.3327	7.5718	0.53912067	6.2211	0.16902256	6.3051	0.06567764	6.2113	0.06452894	6.2186	0.19471979	4.8078	0.45475435	4.044	0.94812489	3.3767	1.51100397	3.5636	1.54967594
284	6	tried	28406	-9.6588	9.7223	0.50375843	9.4105	0.17656994	9.1429	0.07061672	8.5148	0.07458496	8.1714	0.88693476	6.7989	1.14453459	6.209	1.57896709	6.3069	1.78811836	6.3979	1.78600454
284	7	to	28407	-14.855	3.5534	0.48418474	3.4983	0.18427467	3.4879	0.07918644	2.7504	0.20913601	0.9633	1.08254242	1.0708	1.05985308	0.8849	1.32222199	0.7776	1.51884699	0.6054	1.72961187
284	8	talk	28408	-10.0225	10.064	0.47146654	9.4291	0.18982649	8.4861	0.08431244	7.9781	0.53562498	5.8307	1.1920433	5.7989	1.61659336	4.7141	2.28303909	5.5452	2.53512621	5.093	2.62187958
284	9	just	28409	-12.3446	7.9145	0.46442461	6.1504	0.19358873	6.5522	0.0827198	7.0923	0.1706171	8.5381	0.83978128	8.435	1.72313666	7.6828	2.14132452	7.7128	2.02771735	7.7049	1.97019076
284	10	between	28410	-10.6107	9.5695	0.45956469	8.6961	0.19630384	8.134	0.08567667	7.7389	0.13293982	8.3938	0.28156281	8.5039	0.64889002	7.5692	1.41701746	7.4795	1.9516511	7.5955	2.43391442
284	11	the	28411	-15.3366	3.11	0.45628214	3.4785	0.19763327	3.2155	0.08931875	3.0273	0.08583975	1.8026	0.61165237	1.4197	0.98085594	1.5887	1.54835224	1.7466	1.72203016	2.0109	1.79058886
284	12	two	28412	-11.4324	8.5862	0.45535851	7.0338	0.20671844	7.2554	0.36335421	7.0494	0.9956913	6.4656	1.27046442	5.6731	1.42952442	3.6802	1.6273675	2.0832	2.02221823	1.7221	2.32614136
284	13	of	28413	-14.4818	3.7188	0.45318651	4.0054	0.20216084	3.923	0.1377759	2.9654	0.32637739	2.3911	0.82679987	3.0536	1.20766354	3.1443	1.48827219	2.9918	1.50905323	2.3312	1.66250944
284	14	them	28414	-12.2472	7.6151	0.45162106	6.2827	0.19977999	6.1868	0.08573532	5.8229	0.44324303	4.9103	0.71787739	4.0915	0.90659142	2.0301	2.1987071	1.5988	2.97359538	1.2833	3.40724802
284	15	the	28415	-15.3366	3.1022	0.45090961	3.4854	0.19923925	3.1213	0.07564068	3.6465	0.39188957	5.0558	0.5936656	5.7461	1.06734037	5.2971	1.02397633	4.64	0.9833467	4.839	1.28349042
284	16	subject	28416	-9.7903	10.001	0.45162392	9.8757	0.20769262	8.8524	0.3723979	7.9941	0.99256134	6.8543	1.25290823	6.8391	1.36827993	8.4557	1.57125425	7.634	1.74113417	7.6886	1.81600237
284	17	had	28417	-12.3327	7.5442	0.45121908	6.2497	0.20344067	6.5727	0.13143206	7.4399	0.37305641	7.0367	0.93447542	6.0687	0.78775024	4.3275	0.92006159	3.1693	2.06386328	2.8946	1.95930481
284	18	wandered	28418	-5.79	9.9729	0.45082951	10.4917	0.20154095	10.9306	0.08507442	11.3269	0.06978083	11.9994	0.80840254	11.8372	1.20594501	11.5273	2.48150253	10.5458	2.84562254	10.5424	2.78651714
285	1	Colin	28501	-6.8448	9.4508		10.138		11.2465		11.2252		10.9798		10.1388		9.99		9.9189		9.8089	
285	2	and	28502	-14.5388	5.037	0.95111179	4.5254	0.24096155	5.1761	0.1421771	4.5907	0.12036228	4.1851	0.32812977	3.4743	0.57246399	4.3386	1.33009005	4.2375	2.04729223	4.1947	2.25984716
285	3	Julie	28503	-6.5653	9.4822	0.73081398	10.2045	0.18483591	10.7185	0.0960474	10.4848	0.28988647	10.4145	0.38339758	10.1421	0.54773712	9.0734	0.93307734	7.6009	2.24932575	6.8961	2.5836997
285	4	walked	28504	-8.3594	9.4622	0.60548258	9.8476	0.16794491	10.0921	0.06774426	10.5691	0.08497381	10.3073	0.24188709	10.2889	0.77864742	8.4537	0.88319159	7.3945	1.27199793	7.5392	1.32354975
285	5	across	28505	-10.0296	9.6169	0.5397706	9.2867	0.16943884	8.6766	0.0652442	8.2816	0.09764147	7.8558	0.22784948	6.4326	0.85578442	5.8556	2.10520506	4.8584	2.26537991	4.5462	2.56214786
285	6	a	28506	-14.5303	3.956	0.50361967	4.149	0.17638302	3.7787	0.07130289	3.6093	0.06988192	2.6488	0.66668987	3.1339	0.89881229	3.3324	1.06179786	2.9331	1.42324734	3.0018	1.59723592
285	7	parade	28507	-6.6307	10.2508	0.48366499	10.8021	0.18653822	10.5312	0.17540503	10.0493	1.04792786	10.5084	1.26085758	10.7847	1.60224628	9.4473	1.83856249	9.0611	2.29781771	8.6631	2.52737951
285	8	ground	28508	-9.4005	9.8161	0.47167587	9.9021	0.19083643	9.1926	0.10010624	9.0283	0.32254648	8.8481	0.44496727	8.9301	0.64055777	8.8672	0.89799929	8.3465	1.05429029	8.5776	1.15407038
285	9	past	28509	-10.0657	9.8013	0.46464205	9.4072	0.19478273	8.704	0.0879879	9.0785	0.32785749	9.1085	0.55376816	9.0644	0.85312366	9.0669	0.92580986	10.251	1.17069769	10.3163	1.22807932
285	10	a	28510	-14.5303	3.8465	0.46069241	4.2443	0.19750786	3.8847	0.08704567	4.6156	0.18071127	4.0986	0.25323725	4.2527	0.60152721	2.9515	0.94911337	3.1973	1.2842207	3.1989	1.16218233
285	11	lot	28511	-11.0002	9.1978	0.45713186	8.054	0.20102024	7.3856	0.18332911	4.3839	1.05733776	4.0757	1.27822495	4.3913	1.75795603	4.5037	2.44257259	4.7854	2.27193546	5.0887	2.29551125
285	12	of	28512	-14.4818	3.7345	0.45514059	4.0135	0.2005167	3.8625	0.10560369	1.9597	0.5288372	0.7257	1.58988857	0.4634	2.18029451	0.3687	2.51864314	0.3681	2.54767847	0.2957	2.73320866
285	13	men	28513	-9.7492	10.1963	0.45319176	9.5353	0.19930887	8.9202	0.08097696	8.6524	0.45294762	7.8381	0.69412327	6.9615	0.79019022	5.766	1.4396472	5.6303	1.68062162	5.9921	1.64305496
285	14	walking	28514	-8.9809	9.9123	0.45254993	10.0137	0.19980478	9.6611	0.07864475	9.46	0.1946559	9.812	0.45218086	10.2934	0.86463594	8.3327	1.10034561	7.5376	1.29189658	6.8064	1.30651522
285	15	around	28515	-10.9644	9.5916	0.452034	8.1536	0.20006418	7.4328	0.08254385	7.3824	0.2371254	6.7677	0.27261782	5.625	0.75735331	3.4558	1.85664511	1.914	2.2280407	1.5651	2.59322309
285	16	in	28516	-14.1592	3.9729	0.45117378	4.3209	0.19978285	4.1714	0.08602619	3.9434	0.14700747	3.8788	0.41838503	4.1552	0.6211791	3.9732	0.87041664	3.8739	1.11022043	3.5882	1.18193054
285	17	uniform	28517	-7.2814	9.9961	0.45013428	10.3766	0.19945431	10.8358	0.08368349	10.7888	0.55512524	10.7682	0.83828926	10.9639	1.10339355	10.6392	1.54082441	9.6864	1.96119356	9.668	1.98436093
285	18	carrying	28518	-8.0944	10.0425	0.45013332	10.3034	0.2003479	10.5522	0.09055376	10.9597	0.32177162	10.5174	0.48735523	11.1213	0.93044329	10.7594	1.34468317	10.5478	1.37838268	9.5464	1.22425985
285	19	guns	28519	-7.4372	10.0961	0.45066643	10.3914	0.20166254	10.7647	0.09598303	11.0181	0.35170603	10.7877	0.35029268	11.074	0.49949932	10.2592	1.69991064	8.2585	1.62043238	7.297	1.81470776
286	1	Damian	28601	-6.107	9.1902		9.8123		10.9544		11.1336		11.1715		10.3798		10.398		10.2467		10.0631	
286	2	is	28602	-14.1387	4.9175	0.95118427	3.8867	0.24114847	3.6255	0.14138556	3.1135	0.11498928	3.393	0.25937033	3.2835	0.49633741	3.0537	1.61487293	4.5647	2.76313019	4.543	2.96174383
286	3	not	28603	-13.2361	5.7434	0.72702503	5.1626	0.1826725	4.7696	0.0830307	4.6101	0.20345545	3.358	0.66106081	3.216	0.92434645	3.2667	1.03878927	2.8439	1.20085287	3.2038	1.2972002
286	4	normally	28604	-8.8197	9.2431	0.6034236	9.7139	0.16733313	9.7242	0.0646863	9.6419	0.16147327	9.1388	0.54407644	8.7376	0.98050261	8.3702	1.21073294	8.5412	1.48208094	8.5773	1.55298185
286	5	a	28605	-14.5303	4.0264	0.53782845	4.1008	0.16962004	3.734	0.06700325	3.97	0.18488646	2.8377	0.25424957	3.2261	0.45034838	2.8507	0.85298538	2.5674	1.31996489	2.481	1.36901474
286	6	man	28606	-10.3794	9.4754	0.50311852	8.5393	0.17973661	7.8398	0.17289305	7.0363	1.05447388	6.4006	1.33403206	5.7975	1.63746214	5.5845	1.74167538	4.9992	2.25408554	4.3511	2.46760273
286	7	of	28607	-14.4818	3.831	0.48386383	3.994	0.18571281	3.8889	0.10045862	2.1865	0.37610197	3.4679	0.51830387	3.5867	0.85829449	3.3268	1.13617134	2.465	1.12481785	2.1657	1.15794897
286	8	action	28608	-9.8583	9.9329	0.47105455	9.5875	0.18968153	8.6832	0.0790844	8.3482	0.45344353	7.4094	0.67054462	7.2016	0.76896715	7.266	1.2334528	6.9049	1.66812086	7.637	1.68610382
286	9	so	28609	-12.7181	6.3829	0.46396303	5.8425	0.19404984	6.0825	0.07852364	6.0891	0.21724653	6.2437	0.53553534	6.26	0.89237309	6.1667	1.24387193	6.261	1.40781689	6.1958	1.42743397
286	10	now,	28610	-11.9632	8.3151	0.45874596	6.4456	0.19547033	6.5954	0.07613659	6.0647	0.12212086	5.8023	0.29988241	5.8433	0.72935009	5.915	1.11168909	5.7177	1.53985977	5.859	1.56962681
286	11	stirred	28611	-5.3375	10.2723	0.45401764	10.6213	0.19641399	11.2552	0.0575738	11.6337	0.30209208	12.0855	0.77461004	12.88	0.94066048	13.0209	0.9753561	13.4873	1.29111242	13.6048	1.28573561
286	12	into	28612	-11.5292	9.2196	0.45276213	7.0566	0.19766617	6.7931	0.07182217	6.91	0.10156202	6.551	0.24718094	6.8338	0.33866072	4.9441	0.66472673	5.0108	1.41307735	5.2046	1.79996204
286	13	action,	28613	-9.8583	10.0136	0.45159197	9.5945	0.19855261	8.7931	0.08309317	8.5879	0.1077075	7.7759	0.75463438	7.3766	0.94192648	5.8509	1.13324928	5.5163	1.52028275	6.0967	1.62302399
286	14	he	28614	-12.8213	6.3304	0.45062733	5.7509	0.19779205	6.1124	0.0597434	4.1412	0.29747915	4.3431	0.59098005	4.4592	0.63870049	4.2873	0.73795033	2.8242	1.01575518	2.8495	1.07333803
286	15	looks	28615	-9.9269	9.7991	0.44969988	8.8883	0.19848919	8.547	0.07206774	7.379	0.3085494	6.031	1.62637854	5.9937	2.17263746	6.2051	2.3266964	6.0656	2.41763878	5.963	2.49758053
286	16	like	28616	-12.0972	7.2916	0.44993305	6.3852	0.20007133	6.5335	0.08593988	5.5444	0.07471037	4.6343	0.46827221	1.7192	1.59393501	1.7138	1.80765867	2.1009	1.89177704	2.2357	1.98393106
286	17	he	28617	-12.8213	6.3334	0.45000124	5.763	0.20072556	6.4705	0.09081554	5.1615	0.10823345	6.2046	0.59548855	4.0451	0.66409206	3.0332	0.85082865	1.5708	1.74952531	1.5019	1.83743
286	18	means	28618	-10.323	9.8601	0.44927835	9.2652	0.20006323	8.4527	0.09152317	7.8054	0.17366171	6.5177	0.80443716	8.0471	2.05361366	7.8757	2.19521523	7.4666	2.39816403	7.6362	2.54743552
286	19	business	28619	-11.0693	9.672	0.4491601	7.9315	0.20013618	7.2845	0.09431887	7.9174	0.10563374	9.7959	0.55769348	11.028	0.77248955	9.3992	0.83501339	9.0242	1.03846884	8.8428	1.00396299
287	1	Derek	28701	-6.319	9.1351		9.7481		10.9527		11.0113		11.2798		11.0088		10.5167		10.2505		10.3081	
287	2	reached	28702	-8.5337	9.3033	0.95095825	10.0312	0.2408185	10.0907	0.14084959	10.1341	0.12646437	9.9763	0.3382659	9.9958	0.66120481	9.1021	1.34230423	8.8668	2.04669046	9.0679	2.26357079
287	3	for	28703	-13.7883	4.9038	0.72955704	4.7426	0.18276739	4.4985	0.0801878	4.2622	0.08022118	4.5159	0.14058065	4.6079	0.3965826	4.6897	0.71689129	4.5124	1.20984173	4.3597	1.30252504
287	4	the	28704	-15.3366	3.3834	0.60464001	3.168	0.16732454	3.4394	0.06276321	1.5825	0.40654182	1.9077	0.76128864	2.0848	0.89895248	1.746	1.12999153	1.6539	1.39980125	1.6016	1.47219467
287	5	statement	28705	-9.2615	9.5447	0.54077435	9.728	0.1777668	8.8334	0.36440563	8.1774	1.01037884	7.7783	1.2668004	8.2408	1.39193058	8.8646	1.69825935	8.1397	1.92577982	8.0207	1.92019939
287	6	and	28706	-14.5388	4.0189	0.50506353	4.0534	0.18147898	4.2005	0.13662004	3.1611	0.33399582	3.3277	0.88525534	3.3321	1.10729432	3.3667	1.13608861	3.6312	1.17123342	3.3966	1.14563084
287	7	placed	28707	-8.6945	9.7208	0.48457575	9.915	0.18562794	9.8851	0.10378551	9.5376	0.26243448	9.362	0.36190128	9.839	0.42018461	10.0528	0.46704292	7.9189	1.12108278	6.9249	1.41996527
287	8	it	28708	-14.1236	4.4157	0.47198105	4.4353	0.18946552	4.4953	0.07361364	4.6745	0.09250689	4.3429	0.14756155	4.0123	0.5956254	3.689	0.91956568	2.7753	1.34859562	2.289	1.62682247
287	9	in	28709	-14.1592	4.0119	0.46313429	4.3035	0.19161701	4.1348	0.06315184	4.9317	1.04739094	4.3093	1.03876543	3.5824	0.67022371	2.7848	0.90037584	2.177	1.36466646	1.9025	1.69595551
287	10	a	28710	-14.5303	3.8374	0.45813322	4.2272	0.19490433	3.7533	0.07101727	2.4834	0.54685211	2.3191	0.92864227	2.7344	1.04669619	2.7997	1.15433884	2.4836	1.59621525	2.4228	1.56507492
287	11	more	28711	-12.450999999999999	7.1675	0.45561266	6.2388	0.20004225	6.0482	0.16315985	6.4877	1.05991936	6.1973	1.25119686	6.5045	1.58984661	6.3235	1.80090094	6.0915	2.02490425	6.3529	2.16624212
287	12	prominent	28712	-6.8896	10.0639	0.45337439	10.5513	0.19964695	10.7414	0.10584879	10.4414	0.47241688	10.7296	0.83132124	9.8763	1.10229874	7.7568	2.04258776	6.1861	2.81962585	5.7881	3.20312595
287	13	position,	28713	-9.8463	9.4657	0.4527564	9.2425	0.20058155	8.7269	0.09081364	8.7247	0.35586977	8.1012	0.557302	7.0483	0.62401009	5.0623	1.70527458	2.9284	2.8841877	2.6449	3.1169281
287	14	the	28714	-15.3366	3.0988	0.45103168	3.4873	0.19753027	2.9755	0.05745125	3.1416	0.27725029	3.2168	0.6946702	3.2386	0.88249445	3.3875	1.13672972	3.4782	1.35749102	3.3091	1.25253391
287	15	better	28715	-11.1899	8.5643	0.45158529	7.3697	0.2070322	7.3508	0.32928705	6.6123	0.95081902	7.7554	1.25600672	6.9903	1.3513751	5.7041	1.46386862	5.3938	1.5832119	5.5221	1.67878628
287	16	to	28716	-14.855	3.4619	0.45076609	3.5485	0.20278072	3.7728	0.12140465	3.9112	0.26327324	4.5645	0.5077672	4.328	0.63622618	4.2837	1.08545256	4.0491	0.81698227	4.3144	0.82594156
287	17	remember	28717	-10.1713	9.7342	0.45031786	8.8574	0.20120287	8.3498	0.09995794	7.7131	0.50842524	7.3138	0.97913742	7.2379	1.52786827	6.4054	2.03885317	5.5195	2.00948238	5.6959	2.1273632
287	18	it	28718	-14.1236	4.369	0.4503541	4.5065	0.19975901	4.4873	0.07417727	4.423	0.09313917	3.3434	0.46534538	3.2698	0.70845175	3.3755	0.86351395	3.3568	1.0149045	3.316	1.16551137
287	19	later	28719	-10.1628	9.6406	0.44941568	8.7401	0.19815969	8.3705	0.06684446	8.9792	0.76444578	8.0861	0.68193769	7.6954	0.92457509	8.0306	1.31707501	5.9966	1.39608002	5.9934	1.5007422
288	1	Dick	28801	-6.5191	9.3782		10.104		11.2371		11.1649		11.3765		10.9883		10.8553		10.7885		10.8431	
288	2	sat	28802	-8.3968	9.3079	0.95317841	9.9518	0.24181175	10.1939	0.14018869	10.2488	0.11950159	10.1828	0.29789686	9.6924	0.52803373	8.2237	0.93643665	7.3377	1.48969412	7.4904	1.6822505
288	3	down	28803	-11.0981	9.1518	0.73160076	7.8468	0.18289328	7.3996	0.07952976	7.0647	0.10368443	6.7067	0.26846457	5.1866	0.70784187	2.8735	1.49271154	1.975	1.86458445	1.9599	2.06161952
288	4	at	28804	-12.8976	6.1491	0.60494614	5.5436	0.16662931	5.4265	0.06195545	4.9451	0.17623806	5.2396	0.351336	4.4597	0.67015123	4.1583	0.80272388	3.5106	0.9598527	3.1203	1.06650019
288	5	the	28805	-15.3366	3.2637	0.53859091	3.2695	0.16904545	3.3619	0.06333113	1.3557	0.46674061	1.4327	0.90149593	1.1129	1.25868416	0.9682	1.6251626	0.9521	1.87766504	0.9946	2.04499531
288	6	table	28806	-9.1957	9.5488	0.50492907	9.57	0.18445539	9.0959	0.35586977	8.3628	1.00118351	7.3592	1.28710985	6.8849	1.80836296	5.0217	2.61909771	4.2148	2.94831896	4.151	2.95772839
288	7	and	28807	-14.5388	3.9589	0.48378134	4.036	0.18703699	4.1219	0.13199806	3.1015	0.3102479	3.2626	0.54866648	2.9418	0.87107491	2.5301	1.01765656	2.1121	1.19560194	1.8384	1.29479146
288	8	took	28808	-10.1895	9.7922	0.47190857	9.5278	0.19048834	8.2343	0.10170698	7.7705	0.26316595	8.0874	0.35959005	7.1002	0.40034676	5.0394	0.95241928	4.4028	2.2924757	4.2726	2.65610361
288	9	the	28809	-15.3366	3.1226	0.4631567	3.4513	0.19182539	3.2023	0.07138205	3.3524	0.0455246	1.6419	0.51106358	2.1251	0.97373867	1.9595	1.38625431	1.8199	1.7126441	1.975	1.90879488
288	10	cup	28810	-8.4502	9.807	0.45976543	9.9384	0.20307207	9.4764	0.38709164	9.097	0.96261597	8.7733	1.26585627	8.8005	1.39643717	7.6835	1.98810101	7.5738	2.26513863	7.6728	2.32271528
288	11	of	28811	-14.4818	3.7322	0.45576572	4.0039	0.19926405	3.9658	0.12518644	2.5219	0.25274754	1.0279	1.05929422	0.8863	1.30028296	1.6444	1.2212801	1.9336	1.25732517	2.2086	1.38895488
288	12	tea	28812	-8.4851	10.1309	0.45343733	10.4345	0.19829416	10.0813	0.08047962	9.6801	0.46555901	8.5524	0.78519058	8.4459	0.95714664	5.8665	1.0873394	2.6766	2.16172123	2.0527	2.76768637
288	13	that	28813	-14.0036	4.4531	0.45244503	4.7141	0.19964457	4.631	0.07483768	4.5718	0.23998022	5.1385	0.46894407	5.3001	0.74606609	6.0911	0.9351368	5.1992	1.20195484	5.5522	1.26296735
288	14	Karen	28814	-6.5453	10.166	0.45113039	10.5735	0.19724464	10.9453	0.06097794	11.8715	0.21770525	11.0529	0.47647429	11.3279	0.44730377	11.3844	1.24761057	12.4315	2.03148222	12.5443	2.31369925
288	15	placed	28815	-8.6945	9.8107	0.45070362	9.9233	0.19837618	10.2082	0.07348442	10.3074	0.13578653	10.0219	0.34742737	10.3486	0.48305798	9.197	1.02703047	8.9091	1.86040735	9.0719	2.04684353
288	16	in	28816	-14.1592	3.9707	0.45080996	4.3196	0.19899178	4.167	0.08365345	4.0147	0.19404507	3.2499	0.2218132	2.499	0.5779686	2.3478	1.10564232	2.0957	1.47979307	2.2224	1.66570592
288	17	front	28817	-9.8716	9.9907	0.44972372	9.73	0.1991086	8.9932	0.08376837	8.695	0.56575203	6.8319	0.86511183	5.7375	1.07149601	4.1897	1.17093706	3.8871	1.44701457	3.901	1.67334986
288	18	of	28818	-14.4818	3.7044	0.44960165	3.9952	0.1994772	3.8143	0.09197998	3.4018	0.32244301	1.5609	0.75407743	1.2281	1.07918692	0.6095	1.97423315	0.267	2.77906895	0.2076	2.97758865
288	19	him	28819	-11.4657	8.7956	0.44947052	6.7901	0.1992712	6.7476	0.08378124	7.0566	0.53152037	6.5922	0.78005791	6.5539	1.05111456	4.9623	1.62726259	2.424	2.38867688	2.1364	2.61966896
289	1	Henry	28901	-7.1115	9.3244		9.9632		11.0404		10.9075		10.6509		9.6223		9.8095		9.705		9.7098	
289	2	came	28902	-10.2572	9.4861	0.95121193	9.1646	0.2405076	8.2947	0.14156628	7.8848	0.11601543	7.5172	0.27983332	7.1645	0.60062742	5.901	1.42252922	6.4182	2.30921125	6.2432	2.3108201
289	3	out	28903	-12.312999999999999	7.292	0.73074436	6.1007	0.18306017	6.0629	0.07933426	5.6825	0.12404728	4.8717	0.57423258	2.7653	1.55684614	2.2937	1.82579899	2.6321	2.0245316	2.484	2.12943292
289	4	of	28904	-14.4818	4.1391	0.60400772	4.0179	0.16676188	4.0215	0.06173801	3.3696	0.202209	2.1332	0.47800732	2.3443	0.7257638	2.1289	0.86135674	1.7669	1.12363029	2.1796	1.15078425
289	5	his	28905	-11.9165	7.9824	0.53778887	6.7397	0.1690526	6.6971	0.06323385	6.1023	0.56746674	5.0853	0.76570415	4.5603	0.99340582	3.2251	1.16789961	2.9269	1.47253132	2.6995	1.59539413
289	6	office	28906	-9.9498	9.3705	0.50262737	9.2926	0.17684412	8.7177	0.07518959	7.8188	0.50591946	7.238	1.13246918	7.4857	1.69351101	6.831	2.2699604	5.589	2.57553053	5.2307	2.79971838
289	7	and	28907	-14.5388	3.9529	0.48329496	4.0174	0.18418407	3.9602	0.08188009	2.8172	0.34050798	3.1084	0.55045366	2.4428	0.85666609	2.4173	1.02462697	2.2467	1.01231265	2.1787	1.06027031
289	8	found	28908	-10.6105	8.948	0.47173214	8.5827	0.18951988	7.7352	0.08318233	7.5825	0.25784445	7.6771	0.36553335	6.4626	0.45199347	5.1896	1.26397419	4.2403	2.23911762	4.2895	2.43379354
289	9	Neil	28909	-6.9479	9.8901	0.46395731	10.4106	0.19341326	10.6557	0.0814414	11.0676	0.07130909	11.3537	0.427176	11.871	0.97578192	11.8925	1.37500429	11.3778	1.88296199	11.6462	2.12843108
289	10	standing	28910	-8.6449	9.7362	0.46046114	10.0363	0.19694042	10.152	0.08837748	10.2177	0.24244022	9.7503	0.33477831	9.6597	0.55260611	8.0959	0.67682409	7.4172	1.09981441	7.2625	1.39392567
289	11	against	28911	-10.1575	9.4779	0.45717955	9.1404	0.1984129	8.752	0.09099102	8.3471	0.24684477	7.557	0.30612993	7.0975	0.63110495	6.2443	1.14813471	5.4887	1.40836287	5.8891	1.62966299
289	12	the	28912	-15.3366	3.107	0.45463848	3.486	0.19878578	3.2107	0.09172773	3.365	0.109478	1.5278	0.58710003	1.3258	1.10426092	1.3404	2.15808105	1.2597	2.28901935	1.347	2.40182281
289	13	wall	28913	-8.9345	10.1128	0.45428276	10.1638	0.20770884	9.3927	0.36111212	8.5458	1.00065994	7.914	1.26761055	7.2219	1.42262173	6.3835	1.71914148	5.1796	2.07856798	4.8087	2.20558119
289	14	with	28914	-13.2829	5.2998	0.45247126	5.1313	0.20268536	5.0739	0.13290834	4.9065	0.27836132	5.3016	0.50071764	5.6188	0.76938105	4.4837	1.06302643	3.9912	1.24058056	4.2108	1.33621788
289	15	his	28915	-11.9165	7.9804	0.45186281	6.7466	0.2007122	6.788	0.08552742	5.9408	0.24632835	5.201	0.70725918	3.2726	0.99348688	2.1696	1.48998404	1.7874	1.83051729	1.6528	2.0225606
289	16	hands	28916	-9.2362	9.8082	0.45112419	9.8075	0.20023012	9.522	0.08268499	8.6969	0.44929695	7.3938	1.15244102	5.4596	1.58672333	4.7285	2.36687517	4.3455	2.82250309	4.0449	2.96957922
289	17	in	28917	-14.1592	3.981	0.45083237	4.3265	0.19974661	4.1825	0.08133125	3.8597	0.31507301	3.4464	0.69521809	3.1181	1.00584245	3.0466	1.29642177	3.2695	1.36811137	3.5247	1.55500436
289	18	his	28918	-11.9165	7.9787	0.44998646	6.7405	0.19936609	6.7662	0.07915974	6.1668	0.48964071	5.3408	0.84056425	3.2983	1.07807016	1.8654	1.7259016	1.8318	1.92558146	1.7448	2.02764702
289	19	pockets	28919	-7.0867	9.9396	0.45010662	10.2984	0.2002039	10.8289	0.08947325	10.1982	0.50936699	10.0128	1.16627216	9.3578	1.70528316	7.9384	2.68806028	6.8005	3.44303989	6.5932	3.90603733
290	1	He	29001	-12.8213	7.3485		5.6252		4.2557		3.6453		4.0414		3.9222		3.8199		3.7864		3.956	
290	2	could	29002	-11.9197	8.1329	0.94812202	6.5089	0.24023342	6.2921	0.14569187	5.3142	0.49843979	4.02	1.73223209	4.7987	2.20994139	4.3137	2.35064507	4.3354	2.41007423	4.2422	2.41364861
290	3	tell	29003	-10.5115	9.3637	0.72638416	8.6154	0.18162107	8.0063	0.08267832	7.1844	0.37156677	5.7596	1.59847784	5.388	1.88249063	4.9536	2.13473082	5.0651	2.47616887	4.776	2.50996304
290	4	by	29004	-12.4358	7.6751	0.60409164	6.2286	0.16670895	5.9633	0.06309366	5.9288	0.08142853	7.7725	0.89850044	8.6327	2.66855907	7.6139	2.46928477	6.9824	2.25028372	5.9839	2.15583563
290	5	the	29005	-15.3366	3.2645	0.53794384	3.2737	0.16909409	3.4328	0.06623316	1.9404	0.29781961	1.9165	0.71817398	1.8307	0.85530281	1.5626	1.13374853	1.7542	1.29340792	1.6177	1.29370213
